skill_id,skill_name,normalized_name,skill_category,skill_type
SK_00515,-Pursue Market Opportunities Consistent With Personal Passions And Capabilities,-pursue market opportunities consistent with personal passions and capabilities,Other,other
SK_00516,-Triage Potential Ideas In Terms Of Which Have The Greatest Potential For Commercial And Personal Success. Evaluation,-triage potential ideas in terms of which have the greatest potential for commercial and personal success. evaluation,Other,other
SK_00517,.Bit,.bit,Other,other
SK_00518,.Properties,.properties,Other,other
SK_00519,.Properties Computer-Science Mobile-And-Web-Development,.properties computer-science mobile-and-web-development,Other,other
SK_00520,.Properties Computer-Science Software-Development,.properties computer-science software-development,Other,other
SK_00521,.Properties Data-Science Data-Analysis,.properties data-science data-analysis,Other,other
SK_00522,.Properties Physical-Science-And-Engineering Chemistry,.properties physical-science-and-engineering chemistry,Other,other
SK_00523,2.5D,2.5d,Other,other
SK_00524,2.5D Physical-Science-And-Engineering Mechanical-Engineering,2.5d physical-science-and-engineering mechanical-engineering,Other,other
SK_00525,2D Computer Graphics,2d computer graphics,Other,other
SK_00526,360-Degree Feedback Social-Sciences Education,360-degree feedback social-sciences education,Other,other
SK_00527,360-Degree Video,360-degree video,Other,other
SK_00528,360-Degree Video Computer-Science Design-And-Product,360-degree video computer-science design-and-product,Other,other
SK_00529,3D Printing,3d printing,Other,other
SK_00530,3D Printing physical-science-and-engineering mechanical-engineering,3d printing physical-science-and-engineering mechanical-engineering,Other,other
SK_00531,3D Computer Graphics,3d computer graphics,Other,other
SK_00532,3D Computer Graphics Computer-Science Design-And-Product,3d computer graphics computer-science design-and-product,Other,other
SK_00533,3D Computer Graphics Computer-Science Mobile-And-Web-Development,3d computer graphics computer-science mobile-and-web-development,Other,other
SK_00534,3D Graphics Software,3d graphics software,Other,other
SK_00535,3D Interaction,3d interaction,Other,other
SK_00536,3D Lookup Table,3d lookup table,Other,other
SK_00537,3D Modeling Computer-Science Design-And-Product,3d modeling computer-science design-and-product,Other,other
SK_00538,3D Reconstruction,3d reconstruction,Other,other
SK_00539,3D Rig,3d rig,Other,other
SK_00540,3D Scanner,3d scanner,Other,other
SK_00541,3D Scanner Business Entrepreneurship,3d scanner business entrepreneurship,Other,other
SK_00542,6-3-5 Brainwriting,6-3-5 brainwriting,Other,other
SK_00543,?-Automaton,?-automaton,Other,other
SK_00544,?-Calculus,?-calculus,Other,other
SK_00545,?-Recursive Function,?-recursive function,Other,other
SK_00546,?-Recursive Function Computer-Science Software-Development,?-recursive function computer-science software-development,Other,other
SK_00547,?-Recursive Function Social-Sciences Education,?-recursive function social-sciences education,Other,other
SK_00548,Account Analysis,account analysis,Other,other
SK_00549,Accounting,accounting,Other,other
SK_00550,Accounting Analysis,accounting analysis,Other,other
SK_00551,Accounting business business-essentials,accounting business business-essentials,Other,other
SK_00552,Accounting business entrepreneurship,accounting business entrepreneurship,Other,other
SK_00553,Accounting business finance,accounting business finance,Other,other
SK_00554,Accounting business leadership-and-management,accounting business leadership-and-management,Other,other
SK_00555,Accuracy And Precision,accuracy and precision,Other,other
SK_00556,Activation Function,activation function,Other,other
SK_00557,Activity Based Costing,activity based costing,Other,other
SK_00558,Actuators,actuators,Other,other
SK_00559,Actuators physical-science-and-engineering electrical-engineering,actuators physical-science-and-engineering electrical-engineering,Other,other
SK_00560,Addiction Treatment,addiction treatment,Other,other
SK_00561,Administration Management,administration management,Other,other
SK_00562,Adult Education,adult education,Other,other
SK_00563,Advertising,advertising,Other,other
SK_00564,Advertising Strategy,advertising strategy,Other,other
SK_00565,Advertising business marketing,advertising business marketing,Other,other
SK_00566,Advertising social-sciences education,advertising social-sciences education,Other,other
SK_00567,Aerospace Engineering,aerospace engineering,Other,other
SK_00568,Agile Software Development,agile software development,Other,other
SK_00569,Agile Software Development computer-science design-and-product,agile software development computer-science design-and-product,Other,other
SK_00570,Agile Software Development computer-science software-development,agile software development computer-science software-development,Other,other
SK_00571,Air Emissions,air emissions,Other,other
SK_00572,Air Pollution Control,air pollution control,Other,other
SK_00573,Algebra,algebra,Other,other
SK_00574,Algebra data-science machine-learning,algebra data-science machine-learning,Other,other
SK_00575,Algebra language-learning learning-english,algebra language-learning learning-english,Other,other
SK_00576,Algorithm Selection,algorithm selection,Other,other
SK_00577,Algorithms computer-science algorithms,algorithms computer-science algorithms,Other,other
SK_00578,Algorithms computer-science computer-security-and-networks,algorithms computer-science computer-security-and-networks,Other,other
SK_00579,Algorithms data-science data-analysis,algorithms data-science data-analysis,Other,other
SK_00580,Algorithms data-science machine-learning,algorithms data-science machine-learning,Other,other
SK_00581,Algorithms information-technology support-and-operations,algorithms information-technology support-and-operations,Other,other
SK_00582,Algorithms life-sciences health-informatics,algorithms life-sciences health-informatics,Other,other
SK_00583,All the features of this course are available for free.,all the features of this course are available for free.,Other,other
SK_00584,Amazon Web Services,amazon web services,Other,other
SK_00585,Amazon Web Services information-technology cloud-computing,amazon web services information-technology cloud-computing,Other,other
SK_00586,American Sign Language,american sign language,Other,other
SK_00587,Analog Circuit Design physical-science-and-engineering electrical-engineering,analog circuit design physical-science-and-engineering electrical-engineering,Other,other
SK_00588,Analytic Combinatorics,analytic combinatorics,Other,other
SK_00589,Android Development computer-science mobile-and-web-development,android development computer-science mobile-and-web-development,Other,other
SK_00590,Angular information-technology cloud-computing,angular information-technology cloud-computing,Other,other
SK_00591,Anthropology,anthropology,Other,other
SK_00592,Anthropology arts-and-humanities history,anthropology arts-and-humanities history,Other,other
SK_00593,Apache,apache,Other,other
SK_00594,Apache Hadoop,apache hadoop,Other,other
SK_00595,Apache Hadoop data-science data-analysis,apache hadoop data-science data-analysis,Other,other
SK_00596,Apache Hive,apache hive,Other,other
SK_00597,Apache Pig,apache pig,Other,other
SK_00598,Apache Spark data-science data-analysis,apache spark data-science data-analysis,Other,other
SK_00599,Apache Spark data-science machine-learning,apache spark data-science machine-learning,Other,other
SK_00600,Apache Zookeeper,apache zookeeper,Other,other
SK_00601,Apache data-science machine-learning,apache data-science machine-learning,Other,other
SK_00602,Apple Keynote,apple keynote,Other,other
SK_00603,Application Design,application design,Other,other
SK_00604,Application Development,application development,Other,other
SK_00605,Application Development computer-science mobile-and-web-development,application development computer-science mobile-and-web-development,Other,other
SK_00606,Application Development computer-science software-development,application development computer-science software-development,Other,other
SK_00607,Application Development information-technology cloud-computing,application development information-technology cloud-computing,Other,other
SK_00608,Applied Machine Learning,applied machine learning,Other,other
SK_00609,Applied Machine Learning data-science data-analysis,applied machine learning data-science data-analysis,Other,other
SK_00610,Applied Mathematics,applied mathematics,Other,other
SK_00611,ArcGIS,arcgis,Other,other
SK_00612,Archeology,archeology,Other,other
SK_00613,Architectural History,architectural history,Other,other
SK_00614,Arithmetic,arithmetic,Other,other
SK_00615,Arithmetic computer-science algorithms,arithmetic computer-science algorithms,Other,other
SK_00616,Arithmetic computer-science software-development,arithmetic computer-science software-development,Other,other
SK_00617,Art Direction,art direction,Other,other
SK_00618,Art History,art history,Other,other
SK_00619,Art History arts-and-humanities history,art history arts-and-humanities history,Other,other
SK_00620,Art History physical-science-and-engineering physics-and-astronomy,art history physical-science-and-engineering physics-and-astronomy,Other,other
SK_00621,Artificial Neural Networks,artificial neural networks,Other,other
SK_00622,Artificial Neural Networks computer-science software-development,artificial neural networks computer-science software-development,Other,other
SK_00623,Artificial Neural Networks data-science machine-learning,artificial neural networks data-science machine-learning,Other,other
SK_00624,Assignment Problem,assignment problem,Other,other
SK_00625,Audio Editing,audio editing,Other,other
SK_00626,Audio Engineering,audio engineering,Other,other
SK_00627,Audio Engineering physical-science-and-engineering mechanical-engineering,audio engineering physical-science-and-engineering mechanical-engineering,Other,other
SK_00628,Audio Production,audio production,Other,other
SK_00629,Audio Recording,audio recording,Other,other
SK_00630,Audio Recording arts-and-humanities music-and-art,audio recording arts-and-humanities music-and-art,Other,other
SK_00631,Audit,audit,Other,other
SK_00632,Audit business leadership-and-management,audit business leadership-and-management,Other,other
SK_00633,Autocorrelation,autocorrelation,Other,other
SK_00634,Autodesk,autodesk,Other,other
SK_00635,Autodesk physical-science-and-engineering mechanical-engineering,autodesk physical-science-and-engineering mechanical-engineering,Other,other
SK_00636,Autoencoder,autoencoder,Other,other
SK_00637,Autoencoder data-science machine-learning,autoencoder data-science machine-learning,Other,other
SK_00638,Autoregressive Conditional Heteroskedasticity,autoregressive conditional heteroskedasticity,Other,other
SK_00639,Autoregressive Integrated Moving Average,autoregressive integrated moving average,Other,other
SK_00640,Average,average,Other,other
SK_00641,Average business marketing,average business marketing,Other,other
SK_00642,Average data-science machine-learning,average data-science machine-learning,Other,other
SK_00643,Average physical-science-and-engineering electrical-engineering,average physical-science-and-engineering electrical-engineering,Other,other
SK_00644,Average social-sciences education,average social-sciences education,Other,other
SK_00645,B2B Marketing,b2b marketing,Other,other
SK_00646,B2B Sales,b2b sales,Other,other
SK_00647,Backpropagation,backpropagation,Other,other
SK_00648,Bag-Of-Words Model,bag-of-words model,Other,other
SK_00649,Banking,banking,Other,other
SK_00650,Banking business business-strategy,banking business business-strategy,Other,other
SK_00651,Bar Chart,bar chart,Other,other
SK_00652,Basic Descriptive Statistics,basic descriptive statistics,Other,other
SK_00653,Basis Function physical-science-and-engineering mechanical-engineering,basis function physical-science-and-engineering mechanical-engineering,Other,other
SK_00654,Bayes Classifier,bayes classifier,Other,other
SK_00655,Bayes Classifier data-science machine-learning,bayes classifier data-science machine-learning,Other,other
SK_00656,Bayes Factor,bayes factor,Other,other
SK_00657,Bayes Rule,bayes rule,Other,other
SK_00658,Bayes Theorem,bayes theorem,Other,other
SK_00659,Bayesian,bayesian,Other,other
SK_00660,Bayesian Inference,bayesian inference,Other,other
SK_00661,Bayesian Linear Regression,bayesian linear regression,Other,other
SK_00662,Bayesian Optimization,bayesian optimization,Other,other
SK_00663,Bayesian Statistics,bayesian statistics,Other,other
SK_00664,Bayesian Statistics data-science probability-and-statistics,bayesian statistics data-science probability-and-statistics,Other,other
SK_00665,Bayesian data-science data-analysis,bayesian data-science data-analysis,Other,other
SK_00666,Behavioral Economics,behavioral economics,Other,other
SK_00667,Behavioral Economics social-sciences economics,behavioral economics social-sciences economics,Other,other
SK_00668,Benefits,benefits,Other,other
SK_00669,Benefits business business-strategy,benefits business business-strategy,Other,other
SK_00670,Bias Variance Tradeoff data-science data-analysis,bias variance tradeoff data-science data-analysis,Other,other
SK_00671,Big Data,big data,Other,other
SK_00672,Big Data Analytics,big data analytics,Other,other
SK_00673,Big Data Analytics data-science data-analysis,big data analytics data-science data-analysis,Other,other
SK_00674,Big Data Products,big data products,Other,other
SK_00675,Big Data computer-science computer-security-and-networks,big data computer-science computer-security-and-networks,Other,other
SK_00676,Big Data data-science data-analysis,big data data-science data-analysis,Other,other
SK_00677,Big Data data-science machine-learning,big data data-science machine-learning,Other,other
SK_00678,Big Data information-technology data-management,big data information-technology data-management,Other,other
SK_00679,Big Data language-learning other-languages,big data language-learning other-languages,Other,other
SK_00680,Bilingual,bilingual,Other,other
SK_00681,Billing,billing,Other,other
SK_00682,Binomial Distribution,binomial distribution,Other,other
SK_00683,Bioinformatics,bioinformatics,Other,other
SK_00684,Bioinformatics Analysis,bioinformatics analysis,Other,other
SK_00685,Bioinformatics data-science data-analysis,bioinformatics data-science data-analysis,Other,other
SK_00686,Bioinformatics life-sciences basic-science,bioinformatics life-sciences basic-science,Other,other
SK_00687,Bioinformatics life-sciences health-informatics,bioinformatics life-sciences health-informatics,Other,other
SK_00688,Biomarkers,biomarkers,Other,other
SK_00689,Biomass,biomass,Other,other
SK_00690,Biostatistics,biostatistics,Other,other
